url,bottle
https://www.vinissimus.com/en/wine/maior-de-mendoza-mdm-3-crianzas/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/vina-herminia-excelsus/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/vimblanc-px-solera/, / 0.37 L btl 
https://www.vinissimus.com/en/wine/tras-da-canda-albarino/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/vina-de-moya-leiros/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/miquel-jane-syrah/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/nabari/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/mas-igneus-fa-206/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/mesopotamia-tinto/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/las-30-del-cuadrado/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/pedalier-tempranillo/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/mf-perafita-rosat/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/torre-albeniz-reserva/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/rosado-clasico-valladolid-parcela-sobrecasa/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/lagar-de-aso-cosecha/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/el-chuqueiro-godello/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/marques-de-tomares-excelence/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/sketch/, / 0.75 L btl 
https://www.vinissimus.com/en/cava/tarima-sparkling/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/nus-del-terrer/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/las-umbrias/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/vina-vilano-rosado/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/eulogio-pomares-caino-tinto/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/los-loros-sobre-lias/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/loher-tinto-tradicional/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/montebaco-vendimia-seleccionada/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/alvear-fino-en-rama-50cl/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/txakoli-rezabal/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/finca-la-serra/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/taganan-tinto/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/artifice-listan-tinto-tierra-del-trigo/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/ladeiras-de-el-regajal/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/nu-merlot/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/las-hermanas-crianza/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/roig-parals-la-botera/, / 0.75 L btl 
https://www.vinissimus.com/en/cava/altos-de-torona-espumoso/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/palo-cortado-wellington-30-anos-vors/, / 0.5 L btl 
https://www.vinissimus.com/en/wine/doniene/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/valdamor-albarino/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/alvear-asuncion-oloroso/, / 0.37 L btl 
