wine,year,winery,price,bottle,type_wine,type_wine_details,grapes,num_varieties,type_agriculture,region,region_gi,alcohol_content,tasting_notes,customer_reviews,customer_reviews_number,parker_score,parker_score_num,penin_score,image,url
Fento Blanco 2021,2021,Fento Wines,18.05,0.75,White,White,Godello,Blend,Conventional,Galicia,Rías Baixas,12.5,,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/fentb21_anv800.png,https://www.vinissimus.com/en/wine/fento-blanco/
Salinas Umbría 2014,2014,Bodegas Sierra Salinas,19.0,0.75,Red,Red,Monastrell,Blend,Conventional,Comunidad Valenciana,Alicante,14.5,,0.0,0.0,,,91.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/salum14_anv800.png,https://www.vinissimus.com/en/wine/salinas-umbria/
Salinas Umbría 2014,2014,Bodegas Sierra Salinas,19.0,0.75,Red,Red,Alicante Bouschet,Blend,Conventional,Comunidad Valenciana,Alicante,14.5,,0.0,0.0,,,91.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/salum14_anv800.png,https://www.vinissimus.com/en/wine/salinas-umbria/
Salinas Umbría 2014,2014,Bodegas Sierra Salinas,19.0,0.75,Red,Red,Cabernet Sauvignon,Blend,Conventional,Comunidad Valenciana,Alicante,14.5,,0.0,0.0,,,91.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/salum14_anv800.png,https://www.vinissimus.com/en/wine/salinas-umbria/
Salinas Umbría 2014,2014,Bodegas Sierra Salinas,19.0,0.75,Red,Red,Petit Verdot,Blend,Conventional,Comunidad Valenciana,Alicante,14.5,,0.0,0.0,,,91.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/salum14_anv800.png,https://www.vinissimus.com/en/wine/salinas-umbria/
La Coronela 2020,2020,Las Pedreras Viñedos y Vinos ,28.25,0.75,Red,Red,Tempranillo,Varietal,Conventional,Wines without GI,Wines without GI,14.5,,0.0,0.0,93,93.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lcrnl20_anv800_1640196402.png,https://www.vinissimus.com/en/wine/la-coronela/
Aljibes Petit Verdot 2015,2015,Bodegas los Aljibes,15.5,,Red,Red,Petit Verdot,Varietal,Conventional,Castilla-La Mancha,Castilla,13.5,,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ajptv15_anv800.png,https://www.vinissimus.com/en/wine/aljibes-petit-verdot/
Cellers d'en Guilla Garnatxa Dolça (0.5 L),,Cellers d'en Guilla,16.1,0.5,Dessert,Natural sweet,Garnacha Rosada,Varietal,Conventional,Cataluña,Empordà,15.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cggtxdl_anv800.png,https://www.vinissimus.com/en/wine/cellers-d-en-guilla-garnatxa-dolca/
Eidos Ermos Blanco 2019,2019,Luís Anxo Rodríguez,17.45,0.75,White,White,Albariño,Blend,Conventional,Galicia,Ribeiro,12.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/eierb19_anv800.png,https://www.vinissimus.com/en/wine/eidos-ermos-blanco/
Eidos Ermos Blanco 2019,2019,Luís Anxo Rodríguez,17.45,0.75,White,White,Treixadura,Blend,Conventional,Galicia,Ribeiro,12.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/eierb19_anv800.png,https://www.vinissimus.com/en/wine/eidos-ermos-blanco/
Eidos Ermos Blanco 2019,2019,Luís Anxo Rodríguez,17.45,0.75,White,White,Torrontés,Blend,Conventional,Galicia,Ribeiro,12.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/eierb19_anv800.png,https://www.vinissimus.com/en/wine/eidos-ermos-blanco/
Eidos Ermos Blanco 2019,2019,Luís Anxo Rodríguez,17.45,0.75,White,White,Lado,Blend,Conventional,Galicia,Ribeiro,12.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/eierb19_anv800.png,https://www.vinissimus.com/en/wine/eidos-ermos-blanco/
Buil & Giné 17.XI 2015,2015,Buil & Giné,15.8,0.75,Red,Red,Garnacha,Blend,Conventional,Cataluña,Montsant,14.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/g17xi15_anv800.png,https://www.vinissimus.com/en/wine/buil-gine-17-xi/
Buil & Giné 17.XI 2015,2015,Buil & Giné,15.8,0.75,Red,Red,Cariñena,Blend,Conventional,Cataluña,Montsant,14.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/g17xi15_anv800.png,https://www.vinissimus.com/en/wine/buil-gine-17-xi/
Buil & Giné 17.XI 2015,2015,Buil & Giné,15.8,0.75,Red,Red,Tempranillo,Blend,Conventional,Cataluña,Montsant,14.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/g17xi15_anv800.png,https://www.vinissimus.com/en/wine/buil-gine-17-xi/
Depaula Monastrell 2021,2021,Bodegas y Viñedos Ponce,12.35,0.75,Red,Red,Monastrell,Varietal,Conventional,Castilla-La Mancha,Castilla,13.5,,4.2,18.0,92,92.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/dpaul21_anv800.png,https://www.vinissimus.com/en/wine/depaula-monastrell/
OrgulloWine Blanco 2018,2018,Orgullo Wine,12.3,0.75,White,White,Sauvignon Blanc,Blend,Conventional,Castilla-La Mancha,Castilla,12.5,,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/orgub18_anv800.png,https://www.vinissimus.com/en/wine/orgullowine-blanco/
OrgulloWine Blanco 2018,2018,Orgullo Wine,12.3,0.75,White,White,Chardonnay,Blend,Conventional,Castilla-La Mancha,Castilla,12.5,,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/orgub18_anv800.png,https://www.vinissimus.com/en/wine/orgullowine-blanco/
Abel Mendoza 5V 2019,2019,Abel Mendoza Monge,32.75,0.75,White,White,Malvasia,Blend,Conventional,La Rioja,Rioja,13.5,,4.3,7.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/amz5v19_anv800.png,https://www.vinissimus.com/en/wine/abel-mendoza-5v/
Abel Mendoza 5V 2019,2019,Abel Mendoza Monge,32.75,0.75,White,White,White Grenache,Blend,Conventional,La Rioja,Rioja,13.5,,4.3,7.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/amz5v19_anv800.png,https://www.vinissimus.com/en/wine/abel-mendoza-5v/
Abel Mendoza 5V 2019,2019,Abel Mendoza Monge,32.75,0.75,White,White,Viura,Blend,Conventional,La Rioja,Rioja,13.5,,4.3,7.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/amz5v19_anv800.png,https://www.vinissimus.com/en/wine/abel-mendoza-5v/
Galia Le Dean 2015,2015,Viñas de El Regajal,59.3,0.75,Red,Red,Tempranillo,Blend,Conventional,Castilla y León,Castile and León,15.0,,0.0,0.0,95,95.0,96.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/gdean15_anv800.png,https://www.vinissimus.com/en/wine/galia-le-dean/
Galia Le Dean 2015,2015,Viñas de El Regajal,59.3,0.75,Red,Red,Albillo,Blend,Conventional,Castilla y León,Castile and León,15.0,,0.0,0.0,95,95.0,96.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/gdean15_anv800.png,https://www.vinissimus.com/en/wine/galia-le-dean/
Lagar de Besada 2021,2021,Lagar de Besada,14.45,,White,White,Albariño,Varietal,Conventional,Galicia,Rías Baixas,12.5,,5.0,1.0,90,90.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/besad21_anv800.png,https://www.vinissimus.com/en/wine/lagar-de-besada/
Argila Rosé Reserva BN 2017,2017,Mas Bertran Viticultors,26.2,0.75,Sparkling,Cava,Sumoll,Varietal,Organic,Cataluña,Clàssic Penedès,12.5,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mbarr17_anv800.png,https://www.vinissimus.com/en/cava/argila-rose-reserva-bn/
L'Infernal El Casot 2016,2016,Trio Infernal,39.5,0.75,Red,Red,Garnacha,Varietal,Conventional,Cataluña,Priorat,13.5,,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/infec16_anv800.png,https://www.vinissimus.com/en/wine/l-infernal-el-casot/
Zárate El Palomar 2021,2021,Zárate,50.05,,White,White,Albariño,Varietal,Conventional,Galicia,Rías Baixas,13.0,,4.0,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/zapal20_anv800_1637082505.png,https://www.vinissimus.com/en/wine/zarate-el-palomar/
De Alberto Dorado (0.5 L),,Bodegas Hijos de Alberto Gutiérrez,28.25,0.5,White,White,Verdejo,Varietal,Conventional,Castilla y León,Rueda,17.5,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/da50dor_anv800.png,https://www.vinissimus.com/en/wine/de-alberto-dorado/
Microvins Carinyena 2017,2017,La Vinyeta,23.95,0.75,Red,Red,Samsó,Varietal,Conventional,Cataluña,Empordà,14.5,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mcsam17_anv800.png,https://www.vinissimus.com/en/wine/microvins-carinyena/
El Tractorista 2018,2018,Family Owned Wineries,14.45,,Red,Red,Garnacha,Blend,Conventional,La Rioja,Rioja,13.5,,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/tract18_anv800.png,https://www.vinissimus.com/en/wine/el-tractorista/
El Tractorista 2018,2018,Family Owned Wineries,14.45,,Red,Red,Tempranillo,Blend,Conventional,La Rioja,Rioja,13.5,,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/tract18_anv800.png,https://www.vinissimus.com/en/wine/el-tractorista/
Endògen Blanc 2018,2018,Finca Mas Perdut,14.75,0.75,White,White,Xarel·lo,Varietal,Conventional,Cataluña,Penedès,13.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/endob18_anv800.png,https://www.vinissimus.com/en/wine/endogen-blanc/
Colltor Etiqueta Gris Syrah 2017,2017,Finca Colltor,16.9,0.75,Red,Red,Syrah,Blend,Conventional,Cataluña,Pla de Bages,14.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cltsy17_anv800.png,https://www.vinissimus.com/en/wine/colltor-etiqueta-gris-syrah/
Colltor Etiqueta Gris Syrah 2017,2017,Finca Colltor,16.9,0.75,Red,Red,Merlot,Blend,Conventional,Cataluña,Pla de Bages,14.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cltsy17_anv800.png,https://www.vinissimus.com/en/wine/colltor-etiqueta-gris-syrah/
Colltor Etiqueta Gris Syrah 2017,2017,Finca Colltor,16.9,0.75,Red,Red,Cabernet Sauvignon,Blend,Conventional,Cataluña,Pla de Bages,14.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cltsy17_anv800.png,https://www.vinissimus.com/en/wine/colltor-etiqueta-gris-syrah/
Castellroig Reserva Brut Nature 2018,2018,Sabaté i Coca,16.0,0.75,Sparkling,Cava,Macabeo,Blend,Conventional,Cataluña,Corpinnat,12.0,,4.2,5.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/casrn18_anv800.png,https://www.vinissimus.com/en/cava/castellroig-reserva-brut-nature/
Castellroig Reserva Brut Nature 2018,2018,Sabaté i Coca,16.0,0.75,Sparkling,Cava,Xarel·lo,Blend,Conventional,Cataluña,Corpinnat,12.0,,4.2,5.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/casrn18_anv800.png,https://www.vinissimus.com/en/cava/castellroig-reserva-brut-nature/
Castellroig Reserva Brut Nature 2018,2018,Sabaté i Coca,16.0,0.75,Sparkling,Cava,Parellada,Blend,Conventional,Cataluña,Corpinnat,12.0,,4.2,5.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/casrn18_anv800.png,https://www.vinissimus.com/en/cava/castellroig-reserva-brut-nature/
Señorío de Zazuar Reserva 2011,2011,Vegazar-Cooperativa San Andrés,19.1,0.75,Red,Red,Tempranillo,Varietal,Conventional,Castilla y León,Ribera del Duero,14.5,,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/szazr11_anv800.png,https://www.vinissimus.com/en/wine/senorio-de-zazuar-reserva/
Madrid Romero Crianza 2015,2015,Bodega Madrid Romero,31.15,0.75,Red,Red,Monastrell,Varietal,Conventional,Murcia,Jumilla,15.5,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mrcrz15_anv800.png,https://www.vinissimus.com/en/wine/madrid-romero-crianza/
Bágoa do Miño 2017,2017,Bodegas As Laxas,19.25,0.75,White,White,Albariño,Varietal,Conventional,Galicia,Rías Baixas,13.0,,3.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/bagoa17_anv800.png,https://www.vinissimus.com/en/wine/bagoa-do-mino/
Sameirás Tinto 2019,2019,Adega Antonio Cajide Gulín,15.7,,Red,Red,Caiño Tinto,Blend,Conventional,Galicia,Ribeiro,12.0,,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/samet19_anv800.png,https://www.vinissimus.com/en/wine/sameiras-tinto/
Sameirás Tinto 2019,2019,Adega Antonio Cajide Gulín,15.7,,Red,Red,Brancellao,Blend,Conventional,Galicia,Ribeiro,12.0,,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/samet19_anv800.png,https://www.vinissimus.com/en/wine/sameiras-tinto/
Sameirás Tinto 2019,2019,Adega Antonio Cajide Gulín,15.7,,Red,Red,Sousón,Blend,Conventional,Galicia,Ribeiro,12.0,,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/samet19_anv800.png,https://www.vinissimus.com/en/wine/sameiras-tinto/
Sameirás Tinto 2019,2019,Adega Antonio Cajide Gulín,15.7,,Red,Red,Mencia,Blend,Conventional,Galicia,Ribeiro,12.0,,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/samet19_anv800.png,https://www.vinissimus.com/en/wine/sameiras-tinto/
Marqués de Riscal Rosado Viñas Viejas 2018,2018,"Marqués de Riscal, Herederos",34.6,,Rosé,Oak-aged Rosé,Garnacha,Blend,Organic,Castilla y León,Castile and León,14.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mrrvv18_anv800.png,https://www.vinissimus.com/en/wine/marques-de-riscal-rosado-vinas-viejas/
Marqués de Riscal Rosado Viñas Viejas 2018,2018,"Marqués de Riscal, Herederos",34.6,,Rosé,Oak-aged Rosé,Tempranillo,Blend,Organic,Castilla y León,Castile and León,14.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mrrvv18_anv800.png,https://www.vinissimus.com/en/wine/marques-de-riscal-rosado-vinas-viejas/
Valdespino Oloroso Don Gonzalo VOS,,Valdespino (Grupo Estévez),69.35,0.75,Dessert,Oloroso sherry,Palomino Fino,Varietal,Conventional,Andalucía,Jerez-Manzanilla,21.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vaoldgo_anv800.png,https://www.vinissimus.com/en/wine/valdespino-oloroso-don-gonzalo-vos/
4 Gotes 2017,2017,Portal del Priorat,17.8,0.75,Red,Red,Garnacha,Blend,Conventional,Cataluña,Priorat,13.5,,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/4gots17_anv800.png,https://www.vinissimus.com/en/wine/4-gotes/
4 Gotes 2017,2017,Portal del Priorat,17.8,0.75,Red,Red,Garnacha Peluda,Blend,Conventional,Cataluña,Priorat,13.5,,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/4gots17_anv800.png,https://www.vinissimus.com/en/wine/4-gotes/
4 Gotes 2017,2017,Portal del Priorat,17.8,0.75,Red,Red,Garnacha Tintorera,Blend,Conventional,Cataluña,Priorat,13.5,,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/4gots17_anv800.png,https://www.vinissimus.com/en/wine/4-gotes/
4 Gotes 2017,2017,Portal del Priorat,17.8,0.75,Red,Red,Grenache gris,Blend,Conventional,Cataluña,Priorat,13.5,,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/4gots17_anv800.png,https://www.vinissimus.com/en/wine/4-gotes/
Quinta Muradella Gorvia Tinto 2015,2015,Quinta da Muradella,38.45,0.75,Red,Red,Mencia,Blend,Conventional,Galicia,Monterrei,13.0,,0.0,0.0,93,93.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/qmgrv15_anv800.png,https://www.vinissimus.com/en/wine/quinta-muradella-gorvia-tinto/
Quinta Muradella Gorvia Tinto 2015,2015,Quinta da Muradella,38.45,0.75,Red,Red,Bastardo,Blend,Conventional,Galicia,Monterrei,13.0,,0.0,0.0,93,93.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/qmgrv15_anv800.png,https://www.vinissimus.com/en/wine/quinta-muradella-gorvia-tinto/
Quinta Muradella Gorvia Tinto 2015,2015,Quinta da Muradella,38.45,0.75,Red,Red,Caiño Tinto,Blend,Conventional,Galicia,Monterrei,13.0,,0.0,0.0,93,93.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/qmgrv15_anv800.png,https://www.vinissimus.com/en/wine/quinta-muradella-gorvia-tinto/
Torelló Blanc Tranquille 2020,2020,Torelló,11.3,0.75,White,White,Macabeo,Blend,Organic,Cataluña,Penedès,11.5,,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/btran20_anv800.png,https://www.vinissimus.com/en/wine/blanc-tranquille/
Torelló Blanc Tranquille 2020,2020,Torelló,11.3,0.75,White,White,Xarel·lo,Blend,Organic,Cataluña,Penedès,11.5,,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/btran20_anv800.png,https://www.vinissimus.com/en/wine/blanc-tranquille/
Torelló Blanc Tranquille 2020,2020,Torelló,11.3,0.75,White,White,Parellada,Blend,Organic,Cataluña,Penedès,11.5,,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/btran20_anv800.png,https://www.vinissimus.com/en/wine/blanc-tranquille/
El Columpio Blanc 2017,2017,Tianna Negre - Ses Nines,14.7,,White,White,Premsal,Blend,Conventional,Islas Baleares,Mallorca,12.5,,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/colbl17_anv800.png,https://www.vinissimus.com/en/wine/el-columpio-blanc/
El Columpio Blanc 2017,2017,Tianna Negre - Ses Nines,14.7,,White,White,Sauvignon Blanc,Blend,Conventional,Islas Baleares,Mallorca,12.5,,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/colbl17_anv800.png,https://www.vinissimus.com/en/wine/el-columpio-blanc/
El Columpio Blanc 2017,2017,Tianna Negre - Ses Nines,14.7,,White,White,Chardonnay,Blend,Conventional,Islas Baleares,Mallorca,12.5,,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/colbl17_anv800.png,https://www.vinissimus.com/en/wine/el-columpio-blanc/
El Columpio Blanc 2017,2017,Tianna Negre - Ses Nines,14.7,,White,White,Giró Ros,Blend,Conventional,Islas Baleares,Mallorca,12.5,,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/colbl17_anv800.png,https://www.vinissimus.com/en/wine/el-columpio-blanc/
El Columpio Blanc 2017,2017,Tianna Negre - Ses Nines,14.7,,White,White,Muscat of Alexandria,Blend,Conventional,Islas Baleares,Mallorca,12.5,,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/colbl17_anv800.png,https://www.vinissimus.com/en/wine/el-columpio-blanc/
Fai un Sol de Carallo 2020,2020,Bodegas el Paraguas,85.7,,White,White,Treixadura,Blend,Conventional,Galicia,Ribeiro,12.5,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/faisc20_anv800.png,https://www.vinissimus.com/en/wine/fai-un-sol-de-carallo/
Fai un Sol de Carallo 2020,2020,Bodegas el Paraguas,85.7,,White,White,Godello,Blend,Conventional,Galicia,Ribeiro,12.5,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/faisc20_anv800.png,https://www.vinissimus.com/en/wine/fai-un-sol-de-carallo/
Fai un Sol de Carallo 2020,2020,Bodegas el Paraguas,85.7,,White,White,Albariño,Blend,Conventional,Galicia,Ribeiro,12.5,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/faisc20_anv800.png,https://www.vinissimus.com/en/wine/fai-un-sol-de-carallo/
Mas Comtal Cuvée Prestige Joan Milà 2014,2014,Mas Comtal,22.4,0.75,Sparkling,Cava,Xarel·lo,Blend,Organic,Cataluña,Clàssic Penedès,12.5,,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mbncp14_anv800.png,https://www.vinissimus.com/en/cava/mas-comtal-cuvee-prestige-joan-mila/
Mas Comtal Cuvée Prestige Joan Milà 2014,2014,Mas Comtal,22.4,0.75,Sparkling,Cava,Chardonnay,Blend,Organic,Cataluña,Clàssic Penedès,12.5,,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mbncp14_anv800.png,https://www.vinissimus.com/en/cava/mas-comtal-cuvee-prestige-joan-mila/
Jaqima 2013,2013,Samsara Wines,24.5,,Red,Red,Syrah,Blend,Conventional,Andalucía,Sierras de Málaga,15.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/jakim13_anv800.png,https://www.vinissimus.com/en/wine/jaqima/
Jaqima 2013,2013,Samsara Wines,24.5,,Red,Red,Garnacha,Blend,Conventional,Andalucía,Sierras de Málaga,15.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/jakim13_anv800.png,https://www.vinissimus.com/en/wine/jaqima/
Manzanos Blanco Barrica,,Bodegas Manzanos,15.5,,White,White,Viura,Blend,Conventional,La Rioja,Rioja,12.5,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mzblbrr_anv800.png,https://www.vinissimus.com/en/wine/manzanos-blanco-barrica/
Manzanos Blanco Barrica,,Bodegas Manzanos,15.5,,White,White,Chardonnay,Blend,Conventional,La Rioja,Rioja,12.5,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mzblbrr_anv800.png,https://www.vinissimus.com/en/wine/manzanos-blanco-barrica/
Bienbebido Tinto Carne (Bag in box 3L),,Democratic Wines,29.05,3.0,Red,Red,Tempranillo,Varietal,Conventional,Wines without GI,Wines without GI,13.0,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/biebebt_anv800.png,https://www.vinissimus.com/en/wine/bienbebido-tinto-carne/
Clos de Torribas Blanc 2020,2020,Bodegas Pinord,10.4,0.75,White,White,Gewürztraminer,Blend,Organic,Cataluña,Penedès,12.5,,5.0,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ctobl20_anv800.png,https://www.vinissimus.com/en/wine/clos-de-torribas-blanc/
Clos de Torribas Blanc 2020,2020,Bodegas Pinord,10.4,0.75,White,White,Macabeo,Blend,Organic,Cataluña,Penedès,12.5,,5.0,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ctobl20_anv800.png,https://www.vinissimus.com/en/wine/clos-de-torribas-blanc/
Clos de Torribas Blanc 2020,2020,Bodegas Pinord,10.4,0.75,White,White,Parellada,Blend,Organic,Cataluña,Penedès,12.5,,5.0,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ctobl20_anv800.png,https://www.vinissimus.com/en/wine/clos-de-torribas-blanc/
Clos de Torribas Blanc 2020,2020,Bodegas Pinord,10.4,0.75,White,White,Xarel·lo,Blend,Organic,Cataluña,Penedès,12.5,,5.0,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ctobl20_anv800.png,https://www.vinissimus.com/en/wine/clos-de-torribas-blanc/
Rovellats Brut Reserva,,Rovellats,16.0,,Sparkling,Cava,Parellada,Blend,Conventional,Cataluña,DO Cava,11.5,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/rovellb_anv800.png,https://www.vinissimus.com/en/cava/rovellats-brut-reserva/
Rovellats Brut Reserva,,Rovellats,16.0,,Sparkling,Cava,Macabeo,Blend,Conventional,Cataluña,DO Cava,11.5,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/rovellb_anv800.png,https://www.vinissimus.com/en/cava/rovellats-brut-reserva/
Rovellats Brut Reserva,,Rovellats,16.0,,Sparkling,Cava,Xarel·lo,Blend,Conventional,Cataluña,DO Cava,11.5,,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/rovellb_anv800.png,https://www.vinissimus.com/en/cava/rovellats-brut-reserva/
Sicus Sons Monastrell 2015,2015,Sicus Celler,44.7,0.75,Red,Red,Monastrell,Varietal,Organic,Wines without GI,Wines without GI,15.0,,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/sicsm15_anv800.png,https://www.vinissimus.com/en/wine/sicus-sons-monastrell/
