wine,year,winery,price,bottle,type_wine,type_wine_details,grapes,num_varieties,type_agriculture,region,region_gi,alcohol_content,tasting_notes,customer_reviews,customer_reviews_number,parker_score,parker_score_num,penin_score,image,url
Beberás de la Copa de tu Hermana 2020,2020,Fil'loxera & Cia.,18.0,0.75,White,White,Verdil,Blend,Conventional,Comunidad Valenciana,Valencia,12.0,smooth silky_tannins acidic refreshing_acidity long_finish balsamic complex fruit ripe_fruit spicy toffee coffee balsamic,4.3,4.0,92,92.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/copeh20_anv800.png,https://www.vinissimus.com/en/wine/beberas-de-la-copa-de-tu-hermana/
Cune Imperial Reserva 2018,2018,Compañía Vinícola del Norte de España - CVNE,29.2,0.75,Red,Red,Tempranillo,Blend,Conventional,La Rioja,Rioja,14.0,easy_to_drink light concentrated fruit-forward fresh floral_scents fruit raspberry strawberries spicy aniseed,4.1,8.0,94,94.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cvimr18_anv800.png,https://www.vinissimus.com/en/wine/cune-imperial-reserva/
Cune Imperial Reserva 2018,2018,Compañía Vinícola del Norte de España - CVNE,29.2,0.75,Red,Red,Graciano,Blend,Conventional,La Rioja,Rioja,14.0,easy_to_drink light concentrated fruit-forward fresh floral_scents fruit raspberry strawberries spicy aniseed,4.1,8.0,94,94.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cvimr18_anv800.png,https://www.vinissimus.com/en/wine/cune-imperial-reserva/
Cune Imperial Reserva 2018,2018,Compañía Vinícola del Norte de España - CVNE,29.2,0.75,Red,Red,Mazuelo,Blend,Conventional,La Rioja,Rioja,14.0,easy_to_drink light concentrated fruit-forward fresh floral_scents fruit raspberry strawberries spicy aniseed,4.1,8.0,94,94.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cvimr18_anv800.png,https://www.vinissimus.com/en/wine/cune-imperial-reserva/
Bestué Finca Santa Sabina 2019,2019,Otto Bestué,16.8,0.75,Red,Red,Cabernet Sauvignon,Blend,Conventional,Aragón,Somontano,13.5,unctuous long characterful fruit marmalades toasty flavoursome persistent fruit black_fruit red_fruit redcurrants cherries floral_scents wild_flowers sweet_spices vanilla caramel balsamic,5.0,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/besss19_anv800.png,https://www.vinissimus.com/en/wine/bestue-finca-santa-sabina/
Bestué Finca Santa Sabina 2019,2019,Otto Bestué,16.8,0.75,Red,Red,Tempranillo,Blend,Conventional,Aragón,Somontano,13.5,unctuous long characterful fruit marmalades toasty flavoursome persistent fruit black_fruit red_fruit redcurrants cherries floral_scents wild_flowers sweet_spices vanilla caramel balsamic,5.0,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/besss19_anv800.png,https://www.vinissimus.com/en/wine/bestue-finca-santa-sabina/
Tragolargo 2021,2021,Bodega Vinessens,11.8,0.75,Red,Red,Monastrell,Varietal,Conventional,Comunidad Valenciana,Alicante,12.5,expressive vivacious fresh sophisticated elegant fruit red_fruit black_fruit ageing balsamic mineral,3.9,26.0,91,91.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/trago21_anv800.png,https://www.vinissimus.com/en/wine/tragolargo/
René Barbier Blanco Seco 2021,2021,René Barbier,9.0,0.75,White,White,Xarel·lo,Blend,Conventional,Cataluña,Penedès,12.0,fresh good_acidity velvety_tannins polished_tannins floral mineral fruit fruit ripe_red_fruit blackberries mineral slate liqueur toasted_bread,4.0,10.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/krali21_anv800_1657200184.png,https://www.vinissimus.com/en/wine/rene-barbier-kraliner-seco/
René Barbier Blanco Seco 2021,2021,René Barbier,9.0,0.75,White,White,Macabeo,Blend,Conventional,Cataluña,Penedès,12.0,fresh good_acidity velvety_tannins polished_tannins floral mineral fruit fruit ripe_red_fruit blackberries mineral slate liqueur toasted_bread,4.0,10.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/krali21_anv800_1657200184.png,https://www.vinissimus.com/en/wine/rene-barbier-kraliner-seco/
René Barbier Blanco Seco 2021,2021,René Barbier,9.0,0.75,White,White,Parellada,Blend,Conventional,Cataluña,Penedès,12.0,fresh good_acidity velvety_tannins polished_tannins floral mineral fruit fruit ripe_red_fruit blackberries mineral slate liqueur toasted_bread,4.0,10.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/krali21_anv800_1657200184.png,https://www.vinissimus.com/en/wine/rene-barbier-kraliner-seco/
Flamingo Rosé 2021,2021,Bodega Conde de San Cristóbal,26.8,0.75,Rosé,Rosé Young,Tempranillo,Varietal,Conventional,Castilla y León,Ribera del Duero,14.0,good_acidity mineral tropical_fruit long_finish complex highly_aromatic fruit stone_fruit yellow_fruit mineral saline,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/scflr21_anv800_1667997113.png,https://www.vinissimus.com/en/wine/flamingo-rose/
Legaris Roble 2021,2021,Legaris,11.6,0.75,Red,Red,Tempranillo,Varietal,Conventional,Castilla y León,Ribera del Duero,14.0,light fresh easy_to_drink refreshing_acidity long sweet subtle seductive  fruit stone_fruit,4.2,10.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/legrb20_anv800_1646157999.png,https://www.vinissimus.com/en/wine/legaris-roble/
Lynus 2018,2018,Lynus Viñedos y Bodegas ,20.4,0.75,Red,Red,Tempranillo,Varietal,Conventional,Castilla y León,Ribera del Duero,14.5,complex intense balanced good_acidity powerful flavoursome fleshy fruit spicy tobacco leather orange_peel undergrowth earthy,3.5,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lynus18_anv800.png,https://www.vinissimus.com/en/wine/lynus/
Nadal Brut Reserva Original,,Caves Nadal,17.2,0.75,Sparkling,Cava,Parellada,Blend,Conventional,Cataluña,Corpinnat,12.0,balanced fine with_body elegant pleasant_finish long persistent complex highly_aromatic ageing vanilla spices aromatic_herbs ripe_fruit,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ndbrsog_anv800.png,https://www.vinissimus.com/en/cava/nadal-brut-reserva-original/
Nadal Brut Reserva Original,,Caves Nadal,17.2,0.75,Sparkling,Cava,Macabeo,Blend,Conventional,Cataluña,Corpinnat,12.0,balanced fine with_body elegant pleasant_finish long persistent complex highly_aromatic ageing vanilla spices aromatic_herbs ripe_fruit,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ndbrsog_anv800.png,https://www.vinissimus.com/en/cava/nadal-brut-reserva-original/
Nadal Brut Reserva Original,,Caves Nadal,17.2,0.75,Sparkling,Cava,Xarel·lo,Blend,Conventional,Cataluña,Corpinnat,12.0,balanced fine with_body elegant pleasant_finish long persistent complex highly_aromatic ageing vanilla spices aromatic_herbs ripe_fruit,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ndbrsog_anv800.png,https://www.vinissimus.com/en/cava/nadal-brut-reserva-original/
Mirlo Blanco 2022,2022,Alegre Wines & Spirits,19.2,0.75,White,White,Verdejo,Varietal,Conventional,Castilla y León,Rueda,13.0,fresh silky voluminous fruit red_fruit long fruit red_fruit sweet_spices,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mrlbl22_anv800.png,https://www.vinissimus.com/en/wine/mirlo-blanco/
Quinta Sardonia Sardón 2017,2017,Quinta Sardonia,15.2,0.75,Red,Red,Tempranillo,Blend,Conventional,Castilla y León,Castile and León,14.5,fresh red_fruit ripe_tannins powerful red_fruit blackberries raspberry balsamic,4.3,7.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/sardo17_anv800_1632737304.png,https://www.vinissimus.com/en/wine/quinta-sardonia-sardon/
Quinta Sardonia Sardón 2017,2017,Quinta Sardonia,15.2,0.75,Red,Red,Garnacha,Blend,Conventional,Castilla y León,Castile and León,14.5,fresh red_fruit ripe_tannins powerful red_fruit blackberries raspberry balsamic,4.3,7.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/sardo17_anv800_1632737304.png,https://www.vinissimus.com/en/wine/quinta-sardonia-sardon/
Quinta Sardonia Sardón 2017,2017,Quinta Sardonia,15.2,0.75,Red,Red,Cabernet Sauvignon,Blend,Conventional,Castilla y León,Castile and León,14.5,fresh red_fruit ripe_tannins powerful red_fruit blackberries raspberry balsamic,4.3,7.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/sardo17_anv800_1632737304.png,https://www.vinissimus.com/en/wine/quinta-sardonia-sardon/
Quinta Sardonia Sardón 2017,2017,Quinta Sardonia,15.2,0.75,Red,Red,Malbec,Blend,Conventional,Castilla y León,Castile and León,14.5,fresh red_fruit ripe_tannins powerful red_fruit blackberries raspberry balsamic,4.3,7.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/sardo17_anv800_1632737304.png,https://www.vinissimus.com/en/wine/quinta-sardonia-sardon/
Bestué Chardonnay 2022,2022,Otto Bestué,12.8,0.75,White,White,Chardonnay,Varietal,Conventional,Aragón,Somontano,13.0,fresh flavoursome fruit-forward herbaceous citrus grapefruit crunchy subtle fresh floral_scents white_flowers newly-mown_grass,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/bscha21_anv800_1645023215.png,https://www.vinissimus.com/en/wine/bestue-chardonnay/
Cueva Orange 2022,2022,Bodegas Cueva,22.4,0.75,White,Orange,Tardana,Blend,Organic,Wines without GI,Wines without GI,12.5,fruit-forward peach apricot fine pleasant_finish elegant citrus long floral_scents fruit white-fleshed_peaches,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cvorg21_anv800_1663600045.png,https://www.vinissimus.com/en/wine/cueva-orange/
Cueva Orange 2022,2022,Bodegas Cueva,22.4,0.75,White,Orange,Macabeo,Blend,Organic,Wines without GI,Wines without GI,12.5,fruit-forward peach apricot fine pleasant_finish elegant citrus long floral_scents fruit white-fleshed_peaches,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cvorg21_anv800_1663600045.png,https://www.vinissimus.com/en/wine/cueva-orange/
Cueva Orange 2022,2022,Bodegas Cueva,22.4,0.75,White,Orange,Xarel·lo,Blend,Organic,Wines without GI,Wines without GI,12.5,fruit-forward peach apricot fine pleasant_finish elegant citrus long floral_scents fruit white-fleshed_peaches,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cvorg21_anv800_1663600045.png,https://www.vinissimus.com/en/wine/cueva-orange/
Cueva Orange 2022,2022,Bodegas Cueva,22.4,0.75,White,Orange,Chardonnay,Blend,Organic,Wines without GI,Wines without GI,12.5,fruit-forward peach apricot fine pleasant_finish elegant citrus long floral_scents fruit white-fleshed_peaches,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cvorg21_anv800_1663600045.png,https://www.vinissimus.com/en/wine/cueva-orange/
Cueva Orange 2022,2022,Bodegas Cueva,22.4,0.75,White,Orange,Muscat of Alexandria,Blend,Organic,Wines without GI,Wines without GI,12.5,fruit-forward peach apricot fine pleasant_finish elegant citrus long floral_scents fruit white-fleshed_peaches,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cvorg21_anv800_1663600045.png,https://www.vinissimus.com/en/wine/cueva-orange/
Vilosell 2020,2020,Tomàs Cusiné,15.6,0.75,Red,Red,Tempranillo,Blend,Conventional,Cataluña,Costers del Segre,14.0,flavoursome sweet elegant ageing ,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vilos20_anv800.png,https://www.vinissimus.com/en/wine/vilosell/
Vilosell 2020,2020,Tomàs Cusiné,15.6,0.75,Red,Red,Cabernet Sauvignon,Blend,Conventional,Cataluña,Costers del Segre,14.0,flavoursome sweet elegant ageing ,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vilos20_anv800.png,https://www.vinissimus.com/en/wine/vilosell/
Vilosell 2020,2020,Tomàs Cusiné,15.6,0.75,Red,Red,Garnacha,Blend,Conventional,Cataluña,Costers del Segre,14.0,flavoursome sweet elegant ageing ,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vilos20_anv800.png,https://www.vinissimus.com/en/wine/vilosell/
Vilosell 2020,2020,Tomàs Cusiné,15.6,0.75,Red,Red,Merlot,Blend,Conventional,Cataluña,Costers del Segre,14.0,flavoursome sweet elegant ageing ,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vilos20_anv800.png,https://www.vinissimus.com/en/wine/vilosell/
Vilosell 2020,2020,Tomàs Cusiné,15.6,0.75,Red,Red,Syrah,Blend,Conventional,Cataluña,Costers del Segre,14.0,flavoursome sweet elegant ageing ,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vilos20_anv800.png,https://www.vinissimus.com/en/wine/vilosell/
Valdesil Godello sobre lías 2022,2022,Bodegas Valdesil,21.8,0.75,White,White,Godello,Varietal,Conventional,Galicia,Valdeorras,13.5,dry good_acidity fresh rounded with_body structured bitter persistent highly_aromatic fine balsamic tropical_fruit newly-mown_grass fennel,3.3,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vldsi22_anv800.png,https://www.vinissimus.com/en/wine/valdesil-godello-sobre-lias/
El Patito Feo Treixadura 2021,2021,Pateiro Vinos de Guarda,22.8,0.75,White,White,Treixadura,Varietal,Conventional,Galicia,Ribeiro,13.0,full unctuous velvety long highly_aromatic liquorice balsamic black_fruit spices,5.0,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pfeot21_anv800.png,https://www.vinissimus.com/en/wine/patito-feo-treixadura/
Blanc dels Aspres Criança 2021,2021,Vinyes dels Aspres,23.4,0.75,White,White,White Grenache,Varietal,Conventional,Cataluña,Empordà,14.5,fresh complex harmonious berries eucalyptus pepper tobacco,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/asrbl21_anv800.png,https://www.vinissimus.com/en/wine/blanc-dels-aspres-crianca/
Bocchoris Brut Nature,,Bocchoris,10.6,0.75,Sparkling,Cava,Macabeo,Blend,Conventional,Cataluña,DO Cava,11.5,flavoursome light fresh fruit red_fruit long persistent expressive fresh fruit red_fruit strawberries cherries raspberry ageing dried_fruit and_nuts,4.4,19.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/bocchbn_anv800.png,https://www.vinissimus.com/en/cava/bocchoris-brut-nature/
Bocchoris Brut Nature,,Bocchoris,10.6,0.75,Sparkling,Cava,Xarel·lo,Blend,Conventional,Cataluña,DO Cava,11.5,flavoursome light fresh fruit red_fruit long persistent expressive fresh fruit red_fruit strawberries cherries raspberry ageing dried_fruit and_nuts,4.4,19.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/bocchbn_anv800.png,https://www.vinissimus.com/en/cava/bocchoris-brut-nature/
Bocchoris Brut Nature,,Bocchoris,10.6,0.75,Sparkling,Cava,Parellada,Blend,Conventional,Cataluña,DO Cava,11.5,flavoursome light fresh fruit red_fruit long persistent expressive fresh fruit red_fruit strawberries cherries raspberry ageing dried_fruit and_nuts,4.4,19.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/bocchbn_anv800.png,https://www.vinissimus.com/en/cava/bocchoris-brut-nature/
Señorío de Ondarre Reserva 2018,2018,Bodegas Ondarre,18.8,0.75,Red,Red,Tempranillo,Blend,Conventional,La Rioja,Rioja,13.5,creamy crunchy rich fruit-forward profound deep structured well-integrated_wood easy_to_drink fresh fruit ripe_red_fruit vanilla tobacco,4.2,10.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/onres18_anv800.png,https://www.vinissimus.com/en/wine/senorio-de-ondarre-reserva/
Señorío de Ondarre Reserva 2018,2018,Bodegas Ondarre,18.8,0.75,Red,Red,Mazuelo,Blend,Conventional,La Rioja,Rioja,13.5,creamy crunchy rich fruit-forward profound deep structured well-integrated_wood easy_to_drink fresh fruit ripe_red_fruit vanilla tobacco,4.2,10.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/onres18_anv800.png,https://www.vinissimus.com/en/wine/senorio-de-ondarre-reserva/
Señorío de Ondarre Reserva 2018,2018,Bodegas Ondarre,18.8,0.75,Red,Red,Garnacha,Blend,Conventional,La Rioja,Rioja,13.5,creamy crunchy rich fruit-forward profound deep structured well-integrated_wood easy_to_drink fresh fruit ripe_red_fruit vanilla tobacco,4.2,10.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/onres18_anv800.png,https://www.vinissimus.com/en/wine/senorio-de-ondarre-reserva/
Enate Reserva 2015,2015,Enate,17.8,0.75,Red,Red,Cabernet Sauvignon,Varietal,Conventional,Aragón,Somontano,14.0,refreshing perfumed enveloping long crunchy highly_aromatic fruit ready_to_eat_fruit apple pear banana floral_scents white_flowers sweet,4.5,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/enatr15_anv800.png,https://www.vinissimus.com/en/wine/enate-reserva/
Adernats Gran Reserva Pur 2013,2013,Adernats,23.4,0.75,Sparkling,Cava,Macabeo,Blend,Conventional,Cataluña,DO Cava,12.0,flavoursome elegant enveloping fruit redcurrant woody_embers pepper tobacco highly_aromatic fruit black_fruit blueberries ageing toasty fine_woods spicy mineral charcoal indian_ink bitter_chocolate,5.0,8.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/adegr13_anv800.png,https://www.vinissimus.com/en/cava/adernats-gran-reserva-brut/
Adernats Gran Reserva Pur 2013,2013,Adernats,23.4,0.75,Sparkling,Cava,Xarel·lo,Blend,Conventional,Cataluña,DO Cava,12.0,flavoursome elegant enveloping fruit redcurrant woody_embers pepper tobacco highly_aromatic fruit black_fruit blueberries ageing toasty fine_woods spicy mineral charcoal indian_ink bitter_chocolate,5.0,8.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/adegr13_anv800.png,https://www.vinissimus.com/en/cava/adernats-gran-reserva-brut/
Leirana Albariño 2022,2022,Bodega Forjas del Salnés,17.6,0.75,White,White,Albariño,Varietal,Conventional,Galicia,Rías Baixas,13.0,balanced characterful good_acidity expressive fresh seductive sweet floral_scents roses balsamic fennel,4.3,23.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/leial22_anv800.png,https://www.vinissimus.com/en/wine/leirana-albarino/
Enate Chardonnay Fermentado en Barrica 2021,2021,Enate,19.8,0.75,White,White,Chardonnay,Varietal,Conventional,Aragón,Somontano,14.5,flavoursome balanced creamy refined ripe_tannins good_acidity fresh long persistent harmonious elegant fruit candied_fruit plums toasty roasted balsamic,4.8,36.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/enafb21_anv800_1660838494.png,https://www.vinissimus.com/en/wine/enate-chardonnay-fermentado-en-barrica/
Amaren Tempranillo Reserva 2011,2011,Bodegas Amaren,34.8,0.75,Red,Red,Tempranillo,Varietal,Conventional,Euskadi,Rioja,14.5,smooth voluminous full balanced long highly_aromatic fresh_fruit floral spices toasty,4.7,6.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/amarn11_anv800.png,https://www.vinissimus.com/en/wine/amaren-tempranillo-reserva/
Convento Oreja Roble 2021,2021,Bodegas Convento de Oreja,13.6,0.75,Red,Red,Tempranillo,Varietal,Conventional,Castilla y León,Ribera del Duero,14.5,balanced dense fleshy long highly_aromatic complex fruit ripe_red_fruit smoky spicy,4.5,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/corbl21_anv800.png,https://www.vinissimus.com/en/wine/convento-oreja-roble/
Cullerot 2022,2022,Celler del Roure,13.6,0.75,White,White,Verdil,Blend,Conventional,Comunidad Valenciana,Valencia,12.5,good_entry lovely fresh good_acidity sweet_tannins fruit-forward fruit ageing chocolate tobacco hardwoods,4.3,19.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/culle22_anv800.png,https://www.vinissimus.com/en/wine/cullerot/
Cullerot 2022,2022,Celler del Roure,13.6,0.75,White,White,Pedro Ximénez,Blend,Conventional,Comunidad Valenciana,Valencia,12.5,good_entry lovely fresh good_acidity sweet_tannins fruit-forward fruit ageing chocolate tobacco hardwoods,4.3,19.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/culle22_anv800.png,https://www.vinissimus.com/en/wine/cullerot/
Cullerot 2022,2022,Celler del Roure,13.6,0.75,White,White,Chardonnay,Blend,Conventional,Comunidad Valenciana,Valencia,12.5,good_entry lovely fresh good_acidity sweet_tannins fruit-forward fruit ageing chocolate tobacco hardwoods,4.3,19.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/culle22_anv800.png,https://www.vinissimus.com/en/wine/cullerot/
Cullerot 2022,2022,Celler del Roure,13.6,0.75,White,White,Macabeo,Blend,Conventional,Comunidad Valenciana,Valencia,12.5,good_entry lovely fresh good_acidity sweet_tannins fruit-forward fruit ageing chocolate tobacco hardwoods,4.3,19.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/culle22_anv800.png,https://www.vinissimus.com/en/wine/cullerot/
Cullerot 2022,2022,Celler del Roure,13.6,0.75,White,White,Merseguera,Blend,Conventional,Comunidad Valenciana,Valencia,12.5,good_entry lovely fresh good_acidity sweet_tannins fruit-forward fruit ageing chocolate tobacco hardwoods,4.3,19.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/culle22_anv800.png,https://www.vinissimus.com/en/wine/cullerot/
Cullerot 2022,2022,Celler del Roure,13.6,0.75,White,White,Malvasia,Blend,Conventional,Comunidad Valenciana,Valencia,12.5,good_entry lovely fresh good_acidity sweet_tannins fruit-forward fruit ageing chocolate tobacco hardwoods,4.3,19.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/culle22_anv800.png,https://www.vinissimus.com/en/wine/cullerot/
O Luar Do Sil 2022,2022,Pago de los Capellanes,15.0,0.75,White,White,Godello,Varietal,Conventional,Galicia,Valdeorras,13.0,fruit-forward balanced smooth full fruit strawberries floral_scents violets spicy liquorice,4.3,30.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/luasi22_anv800_1681724938.png,https://www.vinissimus.com/en/wine/o-luar-do-sil/
Ikigall 2022,2022,Gallina de Piel Wines,13.0,0.75,White,White,Xarel·lo,Blend,Conventional,Cataluña,Penedès,12.0,good_entry rich vivacious pleasant_finish bitter highly_aromatic fruit red_fruit fruit_of_the_forest wild_strawberries,4.5,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ikigl22_anv800.png,https://www.vinissimus.com/en/wine/ikigall/
Ikigall 2022,2022,Gallina de Piel Wines,13.0,0.75,White,White,Malvasia de Sitges,Blend,Conventional,Cataluña,Penedès,12.0,good_entry rich vivacious pleasant_finish bitter highly_aromatic fruit red_fruit fruit_of_the_forest wild_strawberries,4.5,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ikigl22_anv800.png,https://www.vinissimus.com/en/wine/ikigall/
Ikigall 2022,2022,Gallina de Piel Wines,13.0,0.75,White,White,Muscat of Alexandria,Blend,Conventional,Cataluña,Penedès,12.0,good_entry rich vivacious pleasant_finish bitter highly_aromatic fruit red_fruit fruit_of_the_forest wild_strawberries,4.5,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ikigl22_anv800.png,https://www.vinissimus.com/en/wine/ikigall/
Cuscó Berga Brut Nature Reserva Premium 2014,2014,Vins i Caves Cuscó Berga,15.2,0.75,Sparkling,Cava,Xarel·lo,Blend,Conventional,Cataluña,DO Cava,11.5,expressive profound deep elegant mineral white_fruit green_apple floral fennel ageing mineral,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cbbnr14_anv800.png,https://www.vinissimus.com/en/cava/cusco-berga-brut-nature-reserva-premium/
Cuscó Berga Brut Nature Reserva Premium 2014,2014,Vins i Caves Cuscó Berga,15.2,0.75,Sparkling,Cava,Parellada,Blend,Conventional,Cataluña,DO Cava,11.5,expressive profound deep elegant mineral white_fruit green_apple floral fennel ageing mineral,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cbbnr14_anv800.png,https://www.vinissimus.com/en/cava/cusco-berga-brut-nature-reserva-premium/
Cuscó Berga Brut Nature Reserva Premium 2014,2014,Vins i Caves Cuscó Berga,15.2,0.75,Sparkling,Cava,Macabeo,Blend,Conventional,Cataluña,DO Cava,11.5,expressive profound deep elegant mineral white_fruit green_apple floral fennel ageing mineral,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cbbnr14_anv800.png,https://www.vinissimus.com/en/cava/cusco-berga-brut-nature-reserva-premium/
El Puntido 2019,2019,Viñedos de Páganos,38.0,0.75,Red,Red,Tempranillo,Varietal,Conventional,La Rioja,Rioja,14.5,elegant balanced good_acidity fresh pleasant_finish sparkling pleasant fruity floral,4.7,18.0,93,93.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/punt19p_anv800_1665734162.png,https://www.vinissimus.com/en/wine/el-puntido/
Viña Sastre Roble 2021,2021,Viña Sastre,13.4,0.75,Red,Red,Tempranillo,Varietal,Conventional,Castilla y León,Ribera del Duero,14.0,silky powerful sweet_tannins toasty highly_aromatic balsamic ripe_red_fruit spicy liquorice coffee cocoa,4.1,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vsasb21_anv800.png,https://www.vinissimus.com/en/wine/vina-sastre-roble/
Clos Baltasar 2020,2020,Bodegas San Alejandro,19.4,0.75,Red,Red,Garnacha,Blend,Conventional,Aragón,Calatayud,15.0,structured ripe fresh persistent fruit fruit_of_the_forest balsamic spicy chocolate,5.0,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/clbts20_anv800.png,https://www.vinissimus.com/en/wine/clos-baltasar/
